A1	A2	A3	A4	B1	B2	B3	B4	B5	B6	C1	C2	C3	DichC2	DichC4	D1	D2	D3	E	F
-0.4589719607565320	-0.3080595025672060	-0.5409435138711000	-0.5196282906846120	0.4596311096934370	0.8424732484549580	0.6102899054340660	-1.1832764121474500	0.1645272703971270	-0.9843952827913430	1.1121959288721500	-0.4881315785202590	1.0466520464291700	1.0000000000000000	1.0000000000000000	-0.5599937571484210	-0.8405538278991350	0.1138429609054760	-1.6122181181009300	0.0055746604589435
0.7731217732132600	1.0243324488579900	0.5271839953456150	0.7267199789175480	0.1991956337095350	1.3699973607290700	0.7199823973134090	-1.2252412951616900	0.6244141448535470	-2.2355409664068800	-0.2631924292018010	1.0467420480568100	-0.0446225103442551	1.0000000000000000	1.0000000000000000	1.3601899524131600	0.5027252952220660	-1.3766565457643800	0.2830535346105630	0.0876286037442160
1.0644696324496200	1.1117660897752100	0.8593552596724050	0.9309890757389260	-1.3279368831949600	0.8456040313735730	0.3893542632986650	-0.4022213329979350	-0.1183062781788020	-1.3831859682504300	0.7160137700446220	0.2949672105496750	0.8771994755016210	1.0000000000000000	0.0000000000000000	-0.1170021217457490	-0.3706433845907550	1.1288021487806600	0.2464249464691980	0.0128892619879112
0.1387831807684610	0.4355554258164520	0.4128124711365860	0.2512468811462330	0.4639609457532370	0.6903174338940290	-0.7290708935247060	0.9864918517566090	0.8461541758723990	-0.2838705487339550	0.6784963231698440	0.3589202783237200	0.8571475879418610	1.0000000000000000	0.0000000000000000	0.1632692343224730	0.7765405191748500	1.2068759324633700	0.9558191038575510	1.6859963401345300
1.0888634074810800	1.5333881252380600	1.1533082674761300	1.3088473992146900	-0.9921122851640220	1.2671126730615300	0.7828277271688040	-0.3873998743882430	0.0717813647700203	0.5927950672750780	-1.2945967205915100	-0.7739626365307840	-1.4892056775016300	0.0000000000000000	0.0000000000000000	0.4501357101985890	0.8934849277839800	1.0791188318916700	-1.2898778658514700	-0.7813587253016510
0.0522137177836740	0.4068944724570550	0.0195108420237858	0.3050777556189800	-1.0440069980093700	0.6666092183209820	0.2166951894845140	-1.1685535445238600	-0.7466220038980780	0.8700455838110690	0.7453350587892200	0.2284038134787310	0.8966865211582900	1.0000000000000000	0.0000000000000000	1.9961475030760800	0.3056906821378860	-2.3703228835442800	1.7445789267658100	-0.2253631673290290
2.0518812290980400	1.5478507990898100	2.1842876825825000	1.9226063905912500	1.3253410162945100	1.2058946511606300	1.1765435675400200	0.1488310614646670	1.9644831818594300	-0.3756688403215610	0.5359483394607450	0.4789954259811090	0.8153492871130650	1.0000000000000000	0.0000000000000000	0.1304682941259050	0.5022414346928850	1.2636568660507900	0.2296258517845020	-0.6368686951519440
-0.6374254672640970	-0.4860268863550990	-0.5540076812157310	-0.4389746638352780	0.5583340304426620	0.9082441372865810	-1.6750343000260800	0.7600368557552340	0.3870365687438470	0.5876260614951980	1.3507080881732700	-1.3025543191529900	1.1415454861486000	0.0000000000000000	0.0000000000000000	-0.3250848580682690	-0.7582672171482420	0.7384332303671290	-1.0258495785033600	1.4545474692109400
0.4130002266182570	0.2942399886286670	-0.0553963438350052	0.3715366782633700	0.9733111242687420	1.8522099924086700	-0.9880114343060200	0.5378894581157600	1.2725395258909800	0.0716483274361009	1.0877492456216600	-0.1435681113294880	0.9856491208952540	1.0000000000000000	0.0000000000000000	0.7742415161853920	1.4754338708494700	0.4687237958268700	1.1110127085107900	-0.9155898329317610
-0.3487658748689920	-0.1731765788812520	0.0900805422643204	-0.1034725749361890	0.4807541992491580	1.5875317446673800	-1.3983886909570500	1.7203616428221600	1.1791294862732000	-0.4679315756013680	1.1717667803806000	-0.6760752878970430	1.0737644577775800	0.0000000000000000	1.0000000000000000	-0.7454554178392700	-0.2465596687365820	-0.6385044091278800	-1.1261328758180800	0.9280626858391110
